forma,tipo,sub_tipo
natural,Trastornos Mentales o Psicologicos,Psicosis de origen no orgánico no especificada
natural,Trastornos Mentales o Psicologicos,Episodio maníaco
natural,Trastornos Mentales o Psicologicos,Trastorno afectivo bipolar
natural,Trastornos Mentales o Psicologicos,Episodio depresivo
natural,Trastornos Mentales o Psicologicos,Trastorno depresivo recurrente
natural,Trastornos Mentales o Psicologicos,Trastorno del humor [afectivos] persistentes
natural,Trastornos Mentales o Psicologicos,Otros trastornos del humor [afectivos]
natural,Trastornos Mentales o Psicologicos,Trastorno del humor [afectivo] no especificado
natural,Trastornos Mentales o Psicologicos,Trastornos fóbicos de ansiedad
natural,Trastornos Mentales o Psicologicos,Otros trastornos de ansiedad
natural,Trastornos Mentales o Psicologicos,Trastorno obsesivo-compulsivo
natural,Trastornos Mentales o Psicologicos,Reacción al estrés grave y trastornos de adaptación
natural,Trastornos Mentales o Psicologicos,Trastornos disociativos [de conversión]
natural,Trastornos Mentales o Psicologicos,Trastornos somatomorfos
natural,Trastornos Mentales o Psicologicos,Otros trastornos neuróticos
natural,Trastornos Mentales o Psicologicos,Trastornos de la ingestión de alimentos
natural,Trastornos Mentales o Psicologicos,Trastornos no orgánicos del sueño
natural,Trastornos Mentales o Psicologicos,Disfunción sexual no ocasionada por trastorno ni enfermedad orgánicos
natural,Trastornos Mentales o Psicologicos,Trastornos mentales y del comportamiento asociados con el puerperio no clasificados en otra parte
natural,Trastornos Mentales o Psicologicos,Factores psicológicos y del comportamiento asociados con trastornos o enfermedades clasificados en otra parte
natural,Trastornos Mentales o Psicologicos,Abuso de sustancias que no producen dependencia
natural,Trastornos Mentales o Psicologicos,Síndromes del comportamiento asociados con alteraciones fisiológicas y factores físicos no especificados
natural,Trastornos Mentales o Psicologicos,Trastornos específicos de la personalidad
natural,Trastornos Mentales o Psicologicos,Trastornos mixtos y otros trastornos de la personalidad
natural,Trastornos Mentales o Psicologicos,Cambios perdurables de la personalidad no atribuibles a lesión o a enfermedad cerebral
natural,Trastornos Mentales o Psicologicos,Trastornos de los hábitos y de los impulsos
natural,Trastornos Mentales o Psicologicos,Trastornos de la identidad de género
natural,Trastornos Mentales o Psicologicos,Trastornos de la preferencia sexual
natural,Trastornos Mentales o Psicologicos,Trastornos psicológicos y del comportamiento asociados con el desarrollo y con la orientación sexuales
natural,Trastornos Mentales o Psicologicos,Otros trastornos de la personalidad y del comportamiento en adultos
natural,Trastornos Mentales o Psicologicos,Trastorno de la personalidad y del comportamiento en adultos no especificado
natural,Trastornos Mentales o Psicologicos,Retraso mental leve
natural,Trastornos Mentales o Psicologicos,Retraso mental moderado
natural,Trastornos Mentales o Psicologicos,Retraso mental grave
natural,Trastornos Mentales o Psicologicos,Retraso mental profundo
natural,Trastornos Mentales o Psicologicos,Otros tipos de retraso mental
natural,Trastornos Mentales o Psicologicos,Retraso mental no especificado
natural,Trastornos Mentales o Psicologicos,Trastornos específicos del desarrollo del habla y del lenguaje
natural,Trastornos Mentales o Psicologicos,Trastornos específicos del  desarrollo de las habilidades escolares
natural,Trastornos Mentales o Psicologicos,Trastorno especÍfico del desarrollo de la función motriz
natural,Trastornos Mentales o Psicologicos,Trastornos específicos mixtos del desarrollo
natural,Trastornos Mentales o Psicologicos,Trastornos generalizados del desarrollo
natural,Trastornos Mentales o Psicologicos,Otros trastornos del desarrollo psicológico
natural,Trastornos Mentales o Psicologicos,Trastorno del desarrollo psicológico no especificado
natural,Trastornos Mentales o Psicologicos,Trastornos hipercinéticos
natural,Trastornos Mentales o Psicologicos,Trastornos de la conducta
natural,Trastornos Mentales o Psicologicos,Trastornos mixtos de la conducta y de las emociones
natural,Trastornos Mentales o Psicologicos,Trastornos emocionales de comienzo específico en la niñez
natural,Trastornos Mentales o Psicologicos,Trastornos del comportamiento social de comienzo específico en la niñez y en la adolescencia
natural,Trastornos Mentales o Psicologicos,Trastornos por tics
natural,Trastornos Mentales o Psicologicos,Otros trastornos emocionales y del comportamiento que aparecen habitualmente en la niñez y en la adolescencia
natural,Trastornos Mentales o Psicologicos,Trastorno mental no especificado
natural,Trastornos del Sistema Nervioso,Poliomielitis aguda
natural,Trastornos del Sistema Nervioso,Infecciones del sistema nervioso central por virus atípico
natural,Trastornos del Sistema Nervioso,Rabia
natural,Trastornos del Sistema Nervioso,Encefalitis viral transmitida por mosquitos
natural,Trastornos del Sistema Nervioso,Encefalitis viral transmitida por garrapatas
natural,Trastornos del Sistema Nervioso,Otras encefalitis virales no clasificadas en otra parte
natural,Trastornos del Sistema Nervioso,Encefalitis viral no especificada
natural,Trastornos del Sistema Nervioso,Meningitis viral
natural,Trastornos del Sistema Nervioso,Otras infecciones virales del sistema nervioso central no clasificadas en otra parte
natural,Trastornos del Sistema Nervioso,Infección viral del sistema nervioso central no especificada
natural,Trastornos del Sistema Nervioso,Meningitis bacteriana no clasificada en otra parte
natural,Trastornos del Sistema Nervioso,Meningitis en enfermedades bacterianas clasificadas en otra parte
natural,Trastornos del Sistema Nervioso,Meningitis en otras enfermedades infecciosas y parasitarias clasificada en otra parte
natural,Trastornos del Sistema Nervioso,Meningitis debida a otras causas y a las no especificadas
natural,Trastornos del Sistema Nervioso,Encefalitis mielitis y encefalomielitis
natural,Trastornos del Sistema Nervioso,Encefalitis mielitis y encefalomielitis en enfermedades clasificadas en otra parte
natural,Trastornos del Sistema Nervioso,Absceso y granuloma intracraneal e intrarraquídeo
natural,Trastornos del Sistema Nervioso,Absceso y granuloma intracraneal e intrarraquídeo en enfermedades clasificadas en otra parte
natural,Trastornos del Sistema Nervioso,Flebitis y tromboflebitis intracraneal e intrarraquídea
natural,Trastornos del Sistema Nervioso,Secuelas de enfermedades inflamatorias del sistema nervioso central
natural,Trastornos del Sistema Nervioso,Enfermedad de Huntington
natural,Trastornos del Sistema Nervioso,Ataxia hereditaria
natural,Trastornos del Sistema Nervioso,Atrofia muscular espinal y síndromes afines
natural,Trastornos del Sistema Nervioso,Atrofias sistémicas que afectan primariamente el sistema nervioso central en enfermedades clasificadas en otra parte
natural,Trastornos del Sistema Nervioso,Síndrome postpolio
natural,Trastornos del Sistema Nervioso,Enfermedad de Parkinson
natural,Trastornos del Sistema Nervioso,Parkinsonismo secundario
natural,Trastornos del Sistema Nervioso,Parkinsonismo en enfermedades clasificadas en otra parte
natural,Trastornos del Sistema Nervioso,Otras enfermedades degenerativas de los núcleos de la base
natural,Trastornos del Sistema Nervioso,Distonía
natural,Trastornos del Sistema Nervioso,Otros trastornos extrapiramidales y del movimiento
natural,Trastornos del Sistema Nervioso,Trastornos extrapiramidales y del movimiento en enfermedades clasificadas en otra parte
natural,Trastornos del Sistema Nervioso,Enfermedad de Alzheimer
natural,Trastornos del Sistema Nervioso,Otras enfermedades degenerativas del sistema nervioso no clasificadas en otra parte
natural,Trastornos del Sistema Nervioso,Otros trastornos degenerativos del sistema nervioso en enfermedades  clasificadas en otra parte
natural,Trastornos del Sistema Nervioso,Esclerosis múltiple
natural,Trastornos del Sistema Nervioso,Otras desmielinizaciones diseminadas agudas
natural,Trastornos del Sistema Nervioso,Otras enfermedades desmielinizantes del sistema nervioso central
natural,Trastornos del Sistema Nervioso,Epilepsia
natural,Trastornos del Sistema Nervioso,Estado de mal epiléptico
natural,Trastornos del Sistema Nervioso,Migraña
natural,Trastornos del Sistema Nervioso,Otros síndromes de cefalea
natural,Trastornos del Sistema Nervioso,Ataques de isquemia cerebral transitoria y síndromes afines
natural,Trastornos del Sistema Nervioso,Síndromes vasculares encefálicos en enfermedades cerebrovasculares
natural,Trastornos del Sistema Nervioso,Trastornos del sueño
natural,Trastornos del Sistema Nervioso,Trastornos del nervio trigémino
natural,Trastornos del Sistema Nervioso,Trastornos del nervio facial
natural,Trastornos del Sistema Nervioso,Trastornos de otros nervios craneales
natural,Trastornos del Sistema Nervioso,Trastornos de los nervios craneales en enfermedades clasificadas en otra parte
natural,Trastornos del Sistema Nervioso,Trastornos de las raíces y de los plexos nerviosos
natural,Trastornos del Sistema Nervioso,Compresiones de las raíces y de los plexos nerviosos en enfermedades clasificadas en otra parte
natural,Trastornos del Sistema Nervioso,Mononeuropatías del miembro superior
natural,Trastornos del Sistema Nervioso,Mononeuropatías del miembro inferior
natural,Trastornos del Sistema Nervioso,Otras mononeuropatías
natural,Trastornos del Sistema Nervioso,Mononeuropatía en enfermedades clasificadas en otra parte
natural,Trastornos del Sistema Nervioso,Neuropatía hereditaria e idiopática
natural,Trastornos del Sistema Nervioso,Polineuopatía inflamatoria
natural,Trastornos del Sistema Nervioso,Otras polineuropatías
natural,Trastornos del Sistema Nervioso,Polineuropatías en enfermedades clasificadas en otra parte
natural,Trastornos del Sistema Nervioso,Otros trastornos del sistema nervioso periférico
natural,Trastornos del Sistema Nervioso,Miastenia gravis y otros trastornos neuromusculares
natural,Trastornos del Sistema Nervioso,Trastornos musculares primarios
natural,Trastornos del Sistema Nervioso,Otras miopatías
natural,Trastornos del Sistema Nervioso,Trastornos del músculo y de la unión neuromuscular en enfermedades clasificadas en otra parte
natural,Trastornos del Sistema Nervioso,Parálisis cerebral
natural,Trastornos del Sistema Nervioso,Hemiplejía
natural,Trastornos del Sistema Nervioso,Paraplejía y cuadriplejía
natural,Trastornos del Sistema Nervioso,Otros síndromes paralíticos
natural,Trastornos del Sistema Nervioso,Trastornos del sistema nervioso autónomo
natural,Trastornos del Sistema Nervioso,Hidrocéfalo
natural,Trastornos del Sistema Nervioso,Encefalopatía tóxica
natural,Trastornos del Sistema Nervioso,Otros trastornos del encéfalo
natural,Trastornos del Sistema Nervioso,Otros trastornos del encéfalo en enfermedades clasificadas en otra parte
natural,Trastornos del Sistema Nervioso,Otras enfermedades de la médula espinal
natural,Trastornos del Sistema Nervioso,Otros trastornos del sistema nervioso central
natural,Trastornos del Sistema Nervioso,Trastornos del sistema nervioso consecutivos a procedimientos no clasificados en otra parte
natural,Trastornos del Sistema Nervioso,Otros trastornos del sistema nervioso no clasificados en otra parte
natural,Trastornos del Sistema Nervioso,Otros trastornos del sistema nervioso en enfermedades clasificadas en otra parte
natural,Trastornos del Ojo y sus Anexos,Orzuelo y calacio
natural,Trastornos del Ojo y sus Anexos,Otras inflamaciones del párpado
natural,Trastornos del Ojo y sus Anexos,Otros trastornos de los párpados
natural,Trastornos del Ojo y sus Anexos,Trastornos del párpado en enfermedades clasificadas en otra parte
natural,Trastornos del Ojo y sus Anexos,Trastornos del aparato lagrimal
natural,Trastornos del Ojo y sus Anexos,Trastornos de la órbita
natural,Trastornos del Ojo y sus Anexos,Trastornos del aparato lagrimal y de la órbita en enfermedades clasificadas en otra parte
natural,Trastornos del Ojo y sus Anexos,Conjuntivitis
natural,Trastornos del Ojo y sus Anexos,Otros trastornos de la conjuntiva
natural,Trastornos del Ojo y sus Anexos,Trastornos de la conjuntiva en enfermedades clasificadas en otra parte
natural,Trastornos del Ojo y sus Anexos,Trastornos de la esclerótica
natural,Trastornos del Ojo y sus Anexos,Queratitis
natural,Trastornos del Ojo y sus Anexos,Opacidades y cicatrices corneales
natural,Trastornos del Ojo y sus Anexos,Otros trastornos de la córnea
natural,Trastornos del Ojo y sus Anexos,Trastornos de la esclerótica y de la córnea en enfermedades clasificadas en otra parte
natural,Trastornos del Ojo y sus Anexos,Iridociclitis
natural,Trastornos del Ojo y sus Anexos,Otros trastornos del iris y del cuerpo ciliar
natural,Trastornos del Ojo y sus Anexos,Trastornos del iris y del cuerpo ciliar en enfermedades clasificadas en otra parte
natural,Trastornos del Ojo y sus Anexos,Catarata senil
natural,Trastornos del Ojo y sus Anexos,Otras cataratas
natural,Trastornos del Ojo y sus Anexos,Otros trastornos del cristalino
natural,Trastornos del Ojo y sus Anexos,Catarata y otros trastornos del cristalino en enfermedades clasificadas en otra parte
natural,Trastornos del Ojo y sus Anexos,Inflamación coriorretiniana
natural,Trastornos del Ojo y sus Anexos,Otros trastornos de la coroides
natural,Trastornos del Ojo y sus Anexos,Trastornos coriorretinianos en enfermedades clasificadas en otra parte
natural,Trastornos del Ojo y sus Anexos,Desprendimiento y desgarro de la retina
natural,Trastornos del Ojo y sus Anexos,Oclusión vascular de la retina
natural,Trastornos del Ojo y sus Anexos,Otros trastornos de la retina
natural,Trastornos del Ojo y sus Anexos,Trastornos de la retina en enfermedades clasificadas en otra parte
natural,Trastornos del Ojo y sus Anexos,Glaucoma
natural,Trastornos del Ojo y sus Anexos,Glaucoma en enfermedades clasificadas en otra parte
natural,Trastornos del Ojo y sus Anexos,Trastornos del cuerpo vítreo
natural,Trastornos del Ojo y sus Anexos,Trastornos del globo ocular
natural,Trastornos del Ojo y sus Anexos,Trastornos del cuerpo vítreo y del globo ocular en enfermedades clasificadas en otra parte
natural,Trastornos del Ojo y sus Anexos,Neuritis óptica
natural,Trastornos del Ojo y sus Anexos,Otros trastornos del nervio óptico [II par] y de las vías ópticas
natural,Trastornos del Ojo y sus Anexos,Trastornos del nervio óptico [II par] y de las vías ópticas en enfermedades clasificadas en otra parte
natural,Trastornos del Ojo y sus Anexos,Estrabismo paralítico
natural,Trastornos del Ojo y sus Anexos,Otros estrabismos
natural,Trastornos del Ojo y sus Anexos,Otros trastornos de los movimientos binoculares
natural,Trastornos del Ojo y sus Anexos,Trastornos de la acomodación y de la refracción
natural,Trastornos del Ojo y sus Anexos,Alteraciones de la visión
natural,Trastornos del Ojo y sus Anexos,Ceguera y deficiencia visual (binicular o monocular)
natural,Trastornos del Ojo y sus Anexos,Nistagmo y otros movimientos oculares irregulares
natural,Trastornos del Ojo y sus Anexos,Otros trastornos del ojo y sus anexos
natural,Trastornos del Ojo y sus Anexos,Otros trastornos del ojo y sus anexos en enfermedades clasificadas en otra parte
natural,Trastornos del Ojo y sus Anexos,Trastornos del ojo y sus anexos consecutivos a procedimientos no clasificados en otra parte
natural,Trastornos del Oido,Otitis externa
natural,Trastornos del Oido,Otros trastornos del oído externo
natural,Trastornos del Oido,Trastornos del oído externo en enfermedades clasificadas en otra parte
natural,Trastornos del Oido,Otitis media no supurativa
natural,Trastornos del Oido,Otitis media supurativa y la no especificada
natural,Trastornos del Oido,Otitis media en enfermedades clasificadas en otra parte
natural,Trastornos del Oido,Inflamación y obstrucción de la trompa de Eustaquio
natural,Trastornos del Oido,Otros trastornos de la trompa de Eustaquio
natural,Trastornos del Oido,Mastoiditis y afecciones relacionadas
natural,Trastornos del Oido,Colesteatoma del oído medio
natural,Trastornos del Oido,Perforación de la membrana timpánica
natural,Trastornos del Oido,Otros trastornos de la membrana timpánica
natural,Trastornos del Oido,Otros trastornos del oído medio y de la apófisis mastoides
natural,Trastornos del Oido,Otros trastornos del oído medio y de la apófisis mastoides en enfermedades clasificadas en otra parte
natural,Trastornos del Oido,Otosclerosis
natural,Trastornos del Oido,Trastornos de la función vestibular
natural,Trastornos del Oido,Síndromes vertiginosos en enfermedades clasificadas en otra parte
natural,Trastornos del Oido,Otros trastornos del oído interno
natural,Trastornos del Oido,Hipocausia conductiva y neurosensorial
natural,Trastornos del Oido,Otras hipoacusias
natural,Trastornos del Oido,Otalgia y secreción del oído
natural,Trastornos del Oido,Otros trastornos del oído no clasificados en otra parte
natural,Trastornos del Oido,Otros trastornos del oído en enfermedades clasificadas en otra parte
natural,Trastornos del Oido,Trastornos del oído y de la apófisis mastoides consecutivos a procedimientos no clasificados en otra parte
natural,Enfermedad Reumatica,Fiebre reumática sin mención de complicación cardíaca
natural,Enfermedad Reumatica,Fiebre reumática con complicación cardíaca
natural,Enfermedad Reumatica,Corea reumática
natural,Enfermedad Reumatica,Enfermedades reumáticas de la válvula mitral
natural,Enfermedad Reumatica,Enfermedades reumáticas de la válvula aórtica
natural,Enfermedad Reumatica,Enfermedades reumáticas de la válvula tricúspide
natural,Enfermedad Reumatica,Enfermedades valvulares múltiples
natural,Enfermedad Reumatica,Otras enfermedades reumáticas del corazón
natural,Trastornos Cardiacos,Hipertensión esencial (primaria)
natural,Trastornos Cardiacos,Enfermedad cardíaca hipertensiva
natural,Trastornos Cardiacos,Enfermedad renal hipertensiva
natural,Trastornos Cardiacos,Enfermedad cardiorrenal hipertensiva
natural,Trastornos Cardiacos,Hipertensión secundaria
natural,Trastornos Cardiacos,Angina de pecho
natural,Trastornos Cardiacos,Infarto agudo del miocardio
natural,Trastornos Cardiacos,Infarto subsecuente del miocardio
natural,Trastornos Cardiacos,Ciertas complicaciones presentes posteriores al infarto agudo del miocardio
natural,Trastornos Cardiacos,Otras enfermedades isquémicas agudas del corazón
natural,Trastornos Cardiacos,Enfermedad isquémica crónica del corazón
natural,Trastornos Cardiacos,Embolia pulmonar
natural,Trastornos Cardiacos,Otras enfermedades cardiopulmonares
natural,Trastornos Cardiacos,Otras enfermedades de los vasos pulmonares
natural,Trastornos Cardiacos,Pericarditis aguda
natural,Trastornos Cardiacos,Otras enfermedades del pericardio
natural,Trastornos Cardiacos,Pericarditis en enfermedades clasificadas en otra parte
natural,Trastornos Cardiacos,Endocarditis aguda y subaguda
natural,Trastornos Cardiacos,Trastornos no reumáticos de la válvula mitral
natural,Trastornos Cardiacos,Trastornos no reumáticos de la válvula aórtica
natural,Trastornos Cardiacos,Trastornos no reumáticos de la válvula tricúspide
natural,Trastornos Cardiacos,Trastornos de la válvula pulmonar
natural,Trastornos Cardiacos,Endocarditis válvula no especificada
natural,Trastornos Cardiacos,Endocarditis y trastornos valvulares en enfermedades clasificadas en otra parte
natural,Trastornos Cardiacos,Miocarditis aguda
natural,Trastornos Cardiacos,Miocarditis en enfermedades clasificadas en otra parte
natural,Trastornos Cardiacos,Cardiomiopatía
natural,Trastornos Cardiacos,Cardiomiopatía en enfermedades clasificadas en otra parte
natural,Trastornos Cardiacos,Bloqueo auriculoventricular y de rama izquierda del haz
natural,Trastornos Cardiacos,Otros trastornos de la conducción
natural,Trastornos Cardiacos,Paro cardíaco
natural,Trastornos Cardiacos,Taquicardia paroxística
natural,Trastornos Cardiacos,Fibrilación y aleteo auricular
natural,Trastornos Cardiacos,Otras arritmias cardiacas
natural,Trastornos Cardiacos,Insuficiencia cardíaca
natural,Trastornos Cardiacos,Complicaciones y descripciones mal definidas de enfermedad cardíaca
natural,Trastornos Cardiacos,Otros trastornos cardíacos en enfermedades clasificadas en otra parte
natural,Trastornos Cardiacos,Anormalidades del latido cardíaco
natural,Trastornos Cardiacos,Soplos y otros sonidos cardíacos
natural,Trastornos Cardiacos,Gangrena no clasificada en otra parte
natural,Trastornos Cardiacos,Lectura de presión sanguínea anormal sin diagnóstico
natural,Trastornos del Sistema Circulatorio,Aterosclerosis
natural,Trastornos del Sistema Circulatorio,Aneurisma y disección aórticos
natural,Trastornos del Sistema Circulatorio,Otros aneurismas y aneurismas disecantes
natural,Trastornos del Sistema Circulatorio,Otras enfermedades vasculares periféricas
natural,Trastornos del Sistema Circulatorio,Embolia y trombosis arteriales
natural,Trastornos del Sistema Circulatorio,Otros trastornos arteriales o arteriolares
natural,Trastornos del Sistema Circulatorio,Enfermedades de los vasos capilares
natural,Trastornos del Sistema Circulatorio,Trastornos de las arterias de las arteriolas y de los vasos capilares en enfermedades clasificadas en otra parte
natural,Trastornos del Sistema Circulatorio,Flebitis y tromboflebitis
natural,Trastornos del Sistema Circulatorio,Trombosis de la vena porta
natural,Trastornos del Sistema Circulatorio,Otras embolias y trombosis venosas
natural,Trastornos del Sistema Circulatorio,Venas varicosas de los miembros inferiores
natural,Trastornos del Sistema Circulatorio,Várices esofágicas
natural,Trastornos del Sistema Circulatorio,Várices de otros sitios
natural,Trastornos del Sistema Circulatorio,Otros trastornos de las venas
natural,Trastornos del Sistema Circulatorio,Linfadenitis inespecífica
natural,Trastornos del Sistema Circulatorio,Otros trastornos no infecciosos de los vasos y ganglios linfáticos
natural,Trastornos del Sistema Circulatorio,Hipotensión
natural,Trastornos del Sistema Circulatorio,Trastornos del sistema circulatorio consecutivos a procedimientos no clasificados en otra parte
natural,Trastornos del Sistema Circulatorio,Otros trastornos del sistema circulatorio en enfermedades clasificadas en otra parte
natural,Trastornos del Sistema Circulatorio,Otros trastornos y los no especificados del sistema circulatorio
natural,Trastornos del Sistema Respiratorio,Rinofaringitis aguda [resfriado común]
natural,Trastornos del Sistema Respiratorio,Sinusitis aguda
natural,Trastornos del Sistema Respiratorio,Faringitis aguda
natural,Trastornos del Sistema Respiratorio,Amigdalitis aguda
natural,Trastornos del Sistema Respiratorio,Laringitis y traqueítis agudas
natural,Trastornos del Sistema Respiratorio,Laringitis obstructiva aguda [crup] y epiglotitis
natural,Trastornos del Sistema Respiratorio,Infecciones agudas de las vías respiratorias superiores de sitios múltiples o no especificados
natural,Trastornos del Sistema Respiratorio,Influenza debida a ciertos virus de la influenza identificados
natural,Trastornos del Sistema Respiratorio,Influenza debida a otro virus de la influenza identificado
natural,Trastornos del Sistema Respiratorio,Influenza debida a virus no identificado
natural,Trastornos del Sistema Respiratorio,Neumonía viral no clasificada en otra parte
natural,Trastornos del Sistema Respiratorio,Neumonía debida a Streptococcus pneumoniae
natural,Trastornos del Sistema Respiratorio,Neumonía debida a Haemophilus influenzae
natural,Trastornos del Sistema Respiratorio,Neumonía bacteriana no clasificada en otra parte
natural,Trastornos del Sistema Respiratorio,Neumonía debida a otros microorganismos infecciosos no clasificados en otra parte
natural,Trastornos del Sistema Respiratorio,Neumonía en enfermedades clasificadas en otra parte
natural,Trastornos del Sistema Respiratorio,Neumonía organismo no especificado
natural,Trastornos del Sistema Respiratorio,Bronquitis aguda
natural,Trastornos del Sistema Respiratorio,Bronquiolitis aguda
natural,Trastornos del Sistema Respiratorio,Infección aguda no especificada de las vías respiratorias inferiores
natural,Trastornos del Sistema Respiratorio,Rinitis alérgica y vasomotora
natural,Trastornos del Sistema Respiratorio,Rinitis rinofaringitis y faringitis crónicas
natural,Trastornos del Sistema Respiratorio,Sinusitis crónica
natural,Trastornos del Sistema Respiratorio,Pólipo nasal
natural,Trastornos del Sistema Respiratorio,Otros trastornos de la nariz y de los senos paranasales
natural,Trastornos del Sistema Respiratorio,Enfermedades crónicas de las amígdalas y de las adenoides
natural,Trastornos del Sistema Respiratorio,Absceso periamigdalino
natural,Trastornos del Sistema Respiratorio,Laringitis y laringotraqueítis crónicas
natural,Trastornos del Sistema Respiratorio,Enfermedades de las cuerdas vocales y de la laringe no clasificadas en otra parte
natural,Trastornos del Sistema Respiratorio,Otras enfermedades de las vías respiratorias superiores
natural,Trastornos del Sistema Respiratorio,Bronquitis no especificada como aguda o crónica
natural,Trastornos del Sistema Respiratorio,Bronquitis crónica simple y mucopurulenta
natural,Trastornos del Sistema Respiratorio,Bronquitis crónica no especificada
natural,Trastornos del Sistema Respiratorio,Enfisema
natural,Trastornos del Sistema Respiratorio,Otras enfermedades pulmonares obstructivas crónicas
natural,Trastornos del Sistema Respiratorio,Asma
natural,Trastornos del Sistema Respiratorio,Estado asmático
natural,Trastornos del Sistema Respiratorio,Bronquiectasia
natural,Trastornos del Sistema Respiratorio,Neumoconiosis de los mineros del carbón
natural,Trastornos del Sistema Respiratorio,Neumoconiosis debida al asbesto y a otras fibras minerales
natural,Trastornos del Sistema Respiratorio,Neumoconiosis debida a polvo de sílice
natural,Trastornos del Sistema Respiratorio,Neumoconiosis debida a otros polvos inorgánicos
natural,Trastornos del Sistema Respiratorio,Neumoconiosis no especificada
natural,Trastornos del Sistema Respiratorio,Neumoconiosis asociada con tuberculosis
natural,Trastornos del Sistema Respiratorio,Enfermedades de las vías aéreas debidas a polvos orgánicos específicos
natural,Trastornos del Sistema Respiratorio,Neumonitis debida a hipersensibilidad al polvo orgánico
natural,Trastornos del Sistema Respiratorio,Afecciones respiratorias debidas a inhalación de gases humos vapores y sustancias químicas
natural,Trastornos del Sistema Respiratorio,Neumonitis debida a sólidos y líquidos
natural,Trastornos del Sistema Respiratorio,Afecciones respiratorias debidas a otros agentes externos
natural,Trastornos del Sistema Respiratorio,Síndrome de dificultad respiratoria del adulto
natural,Trastornos del Sistema Respiratorio,Edema pulmonar
natural,Trastornos del Sistema Respiratorio,Eosinofilia pulmonar no clasificada en otra parte
natural,Trastornos del Sistema Respiratorio,Otras enfermedades pulmonares intersticiales
natural,Trastornos del Sistema Respiratorio,Absceso del pulmón y del mediastino
natural,Trastornos del Sistema Respiratorio,Piotórax
natural,Trastornos del Sistema Respiratorio,Derrame pleural no clasificado en otra parte
natural,Trastornos del Sistema Respiratorio,Derrame pleural en afecciones clasificadas en otra parte
natural,Trastornos del Sistema Respiratorio,Paquipleuritis
natural,Trastornos del Sistema Respiratorio,Neumotórax
natural,Trastornos del Sistema Respiratorio,Otras afecciones de la pleura
natural,Trastornos del Sistema Respiratorio,Trastornos del sistema respiratorio consecutivos a procedimientos no clasificados en otra parte
natural,Trastornos del Sistema Respiratorio,Insuficiencia respiratoria no clasificada en otra parte
natural,Trastornos del Sistema Respiratorio,Otros trastornos respiratorios
natural,Trastornos del Sistema Respiratorio,Trastornos respiratorios en enfermedades clasificadas en otra parte
natural,Trastornos del Sistema Respiratorio,Hemorragia de las vías respiratorias
natural,Trastornos del Sistema Respiratorio,Tos
natural,Trastornos del Sistema Respiratorio,Anormalidades de la respiración
natural,Trastornos del Sistema Respiratorio,Dolor de garganta y en el pecho
natural,Trastornos del Sistema Respiratorio,Otros síntomas y signos que involucran los sistemas circulatorio y respiratorio
natural,Trastornos del Sistema Digestivo,Trastornos del desarrollo y de la erupción de los dientes
natural,Trastornos del Sistema Digestivo,Dientes incluidos e impactados
natural,Trastornos del Sistema Digestivo,Caries dental
natural,Trastornos del Sistema Digestivo,Otras enfermedades de los tejidos duros de los dientes
natural,Trastornos del Sistema Digestivo,Enfermedades de la pulpa y de los tejidos periapicales
natural,Trastornos del Sistema Digestivo,Gingivitis y enfermedades periodontales
natural,Trastornos del Sistema Digestivo,Otros trastornos de la encía y de la zona edéntula
natural,Trastornos del Sistema Digestivo,Anomalías dentofaciales (incluso la maloclusión)
natural,Trastornos del Sistema Digestivo,Otros trastornos de los dientes y de sus estructuras de sostén
natural,Trastornos del Sistema Digestivo,Quites de la región bucal no clasificados en otra parte
natural,Trastornos del Sistema Digestivo,Otras enfermedades de los maxilares
natural,Trastornos del Sistema Digestivo,Enfermedades de las glándulas salivales
natural,Trastornos del Sistema Digestivo,Estomatitis y lesiones afines
natural,Trastornos del Sistema Digestivo,Otras enfermedades de los labios y de la mucosa bucal
natural,Trastornos del Sistema Digestivo,Enfermedades de la lengua
natural,Trastornos del Sistema Digestivo,Esofagitis
natural,Trastornos del Sistema Digestivo,Enfermedad del reflujo gastroesofágico
natural,Trastornos del Sistema Digestivo,Otras enfermedades del esófago
natural,Trastornos del Sistema Digestivo,Trastornos del esófago en enfermedades clasificadas en otra parte
natural,Trastornos del Sistema Digestivo,Úlcera gástrica
natural,Trastornos del Sistema Digestivo,Úlcera duodenal
natural,Trastornos del Sistema Digestivo,Úlcera péptica de sitio no especificado
natural,Trastornos del Sistema Digestivo,Úlcera gastroyeyunal
natural,Trastornos del Sistema Digestivo,Gastritis y duodenitis
natural,Trastornos del Sistema Digestivo,Dispepsia funcional
natural,Trastornos del Sistema Digestivo,Otras enfermedades del estómago y del duodeno
natural,Trastornos del Sistema Digestivo,Apendicitis aguda
natural,Trastornos del Sistema Digestivo,Otros tipos de apendicitis
natural,Trastornos del Sistema Digestivo,Apendicitis no especificada
natural,Trastornos del Sistema Digestivo,Otras enfermedades del apéndice
natural,Trastornos del Sistema Digestivo,Hernia inguinal
natural,Trastornos del Sistema Digestivo,Hernia femoral
natural,Trastornos del Sistema Digestivo,Hernia umbilical
natural,Trastornos del Sistema Digestivo,Hernia ventral
natural,Trastornos del Sistema Digestivo,Hernia diafragmática
natural,Trastornos del Sistema Digestivo,Otras hernias de la cavidad abdominal
